train_acc,loss,0,1
53.555,1.6359,,
53.485,1.6343,,
53.549,1.6376,,
53.59,1.6388,,
53.675,1.6388,,
53.671,1.6377,,
53.776,1.6375,,
53.772,1.6377,,
53.767,1.6361,,
53.763,1.6366,,
53.737,1.6359,,
53.754,1.6352,,
53.688,1.6332,,
53.767,1.6305,,
53.845,1.6282,,
53.881,1.6261,,
53.896,1.6299,,
53.871,1.6272,,
53.946,1.6278,,
53.921,1.6274,,
53.817,1.6278,,
53.734,1.6263,,
53.809,1.6277,,
53.804,1.6253,,
53.974,1.6237,,
54.045,1.622,,
54.135,1.624,,
54.129,1.6239,,
54.104,1.6237,,
54.042,1.625,,
53.925,1.6227,,
53.92,1.6224,,
53.934,1.6205,,
53.893,1.6185,,
53.888,1.6189,,
53.974,1.6158,,
53.987,1.6168,,
53.911,1.6152,,
53.906,1.6166,,
53.919,1.6168,,
53.968,1.6176,,
54.033,1.6168,,
54.045,1.6177,,
54.057,1.6151,,
54.052,1.6131,,
54.03,1.6112,,
54.093,1.614,,
54.105,1.6141,,
54.116,1.6135,,
54.094,1.6148,,
54.133,1.6128,,
56.25,1.6122,,
56.25,1.6126,,
57.292,1.6108,,
55.469,1.6092,,
56.875,1.6091,,
56.771,1.6098,,
56.25,1.6093,,
54.688,1.6092,,
54.167,1.6089,,
54.062,1.6071,,
55.682,1.6057,,
55.99,1.6052,,
55.529,1.6044,,
56.25,1.6047,,
55.625,1.6046,,
54.688,1.6048,,
54.412,1.6039,,
53.819,1.6039,,
54.276,1.6027,,
54.844,11.4329,,
55.357,11.8719,,
55.682,12.3029,,
55.842,11.677,,
55.859,11.6331,,
56.125,11.7102,,
56.731,11.5497,,
56.481,11.4979,,
56.473,11.5088,,
56.358,11.6764,,
56.146,11.5671,,
55.847,11.4665,,
55.957,11.6193,,
56.155,11.6355,,
56.526,11.6073,,
56.161,11.5844,,
55.99,11.6749,,
56.166,11.6663,,
56.086,11.7537,,
56.09,11.763,,
56.016,11.7279,,
55.869,11.6868,,
56.101,11.6493,,
56.032,11.6338,,
56.108,11.6561,,
56.597,11.6623,,
56.793,11.712,,
56.915,11.6956,,
56.901,11.6643,,
57.079,11.6335,,
57.25,11.5882,,
57.353,11.6844,,
57.272,11.6476,,
57.193,11.6288,,
57.118,11.6237,,
57.159,11.6366,,
57.031,11.6083,,
57.018,11.6396,,
56.897,11.6072,,
57.044,11.6056,,
57.135,11.6079,,
57.326,11.6058,,
57.359,11.6008,,
57.242,11.5768,,
57.373,11.5526,,
57.452,11.5478,,
57.576,11.5978,,
57.743,11.6,,
57.812,11.584,,
57.609,11.5745,,
57.455,11.5628,,
57.482,11.5565,,
57.292,11.5764,,
57.192,11.5505,,
57.221,11.5518,,
57.167,11.5633,,
57.072,11.5745,,
57.062,11.5676,,
56.971,11.6133,,
56.922,11.6383,,
56.875,11.6549,,
56.944,11.6793,,
56.974,11.6633,,
57.041,11.6549,,
56.994,11.6602,,
56.985,11.6484,,
57.013,11.656,,
57.184,11.6399,,
57.315,11.635,,
57.409,11.6334,,
57.396,11.6199,,
57.486,11.6319,,
57.575,11.6417,,
57.527,11.6287,,
57.58,11.6293,,
57.632,11.6251,,
57.682,11.647,,
57.571,11.628,,
57.685,11.6274,,
57.607,1.3659,,
57.594,1.5758,,
57.642,1.5451,,
57.782,1.6321,,
57.706,1.5388,,
57.782,1.5949,,
57.857,1.6371,,
57.842,1.6483,,
57.915,1.6549,,
57.784,1.638,,
57.683,1.59,,
57.5,1.579,,
57.601,1.5972,,
57.673,1.5783,,
57.605,1.6052,,
57.675,1.6293,,
57.663,1.6293,,
57.678,1.6392,,
57.585,1.6319,,
57.68,1.6221,,
57.616,1.6192,,
57.734,1.6177,,
57.619,1.6028,,
57.608,1.5999,,
57.647,1.6011,,
57.586,1.5996,,
57.6,1.6062,,
57.564,1.6076,,
57.554,1.6127,,
57.593,1.6141,,
57.582,1.6229,,
57.596,1.6174,,
57.657,1.6122,,
57.812,1.6158,,
57.895,1.6161,,
57.929,1.6168,,
57.917,1.6141,,
57.973,1.6063,,
57.915,1.6034,,
57.926,1.6051,,
57.869,1.603,,
57.991,1.599,,
58.001,1.6033,,
58.011,1.5983,,
58.02,1.5921,,
58.073,1.5873,,
57.996,1.5776,,
58.005,1.5823,,
58.057,1.5781,,
58.108,1.5688,,
58.138,1.5663,,
58.167,1.5678,,
58.237,1.5664,,
58.285,1.5671,,
58.354,1.5648,,
58.36,1.5676,,
58.347,1.568,,
58.433,1.5676,,
58.38,1.5638,,
58.347,1.56,,
58.215,1.5586,,
58.262,1.5583,,
58.21,1.5543,,
58.275,1.553,,
58.359,1.5509,,
58.365,1.5458,,
58.333,1.5434,,
58.34,1.5389,,
58.29,1.5395,,
58.24,1.5457,,
58.229,1.5449,,
58.254,1.548,,
58.132,1.549,,
58.158,1.547,,
58.219,1.5487,,
58.244,1.5519,,
58.161,1.5526,,
58.114,1.5527,,
58.157,1.5527,,
58.199,1.5504,,
58.258,1.5499,,
58.247,1.5481,,
58.253,1.5469,,
58.19,1.5446,,
58.128,1.5482,,
58.101,1.5448,,
58.125,1.5401,,
58.182,1.5388,,
58.205,1.5342,,
58.267,1.5326,,
68.75,1.5355,,
59.375,1.5321,,
58.333,1.533,,
54.688,1.5301,,
57.5,1.5286,,
56.771,1.53,,
54.911,1.5287,,
53.125,1.526,,
53.472,1.5242,,
53.75,1.5242,,
55.966,1.523,,
57.031,1.5198,,
56.49,1.5181,,
56.027,1.5165,,
55.208,1.5162,,
54.102,1.516,,
53.125,1.5142,,
52.778,1.5167,,
52.138,1.5177,,
52.5,1.52,,
52.232,1.5184,,
52.415,1.5162,,
52.853,1.5151,,
53.125,1.5125,,
53.625,1.5131,,
53.365,1.5127,,
53.241,1.5144,,
53.46,1.5131,,
53.341,1.5138,,
53.021,1.5123,,
52.923,1.5176,,
52.734,1.52,,
53.03,1.5203,,
53.033,1.5199,,
53.036,1.5202,,
52.778,1.5194,,
52.956,1.5181,,
52.961,1.5178,,
53.365,1.5181,,
53.281,1.5175,,
53.582,1.5152,,
53.497,1.5128,,
53.416,1.5106,,
53.48,1.5083,,
54.097,1.51,,
54.28,1.5077,,
54.588,1.508,,
54.492,1.507,,
54.974,1.5072,,
55.562,1.5045,,
55.699,1.506,,
55.349,1.5035,,
55.248,1.5033,,
55.15,1.5019,,
55.227,1.5026,,
55.022,1.5028,,
55.044,1.5028,,
55.226,1.5034,,
55.297,1.5018,,
55.677,1.5017,,
55.789,1.499,,
55.897,1.4963,,
55.903,1.4953,,
55.957,1.4935,,
56.106,1.493,,
56.25,1.4918,,
56.483,1.4934,,
56.618,1.4937,,
56.476,1.4947,,
56.384,1.4944,,
56.514,1.4952,,
56.51,1.4918,,
56.378,1.49,,
56.419,1.4871,,
56.25,1.4927,,
56.127,1.4936,,
55.966,1.4933,,
56.13,1.4953,,
56.052,1.494,,
56.094,1.4923,,
56.173,1.493,,
56.098,1.4913,,
56.175,1.4895,,
56.324,1.4907,,
56.36,1.4921,,
56.504,1.4912,,
56.573,1.4906,,
56.605,1.4904,,
56.847,1.489,,
56.875,1.4888,,
56.971,1.4889,,
57.065,1.4877,,
57.056,1.4874,,
57.048,1.4864,,
57.204,1.4864,,
57.161,1.4859,,
57.281,1.485,,
57.43,1.4833,,
57.449,11.71,,
57.438,12.0341,,
57.426,13.1377,,
57.475,12.2773,,
57.403,12.183,,
57.452,12.1479,,
57.381,11.8849,,
57.459,11.7968,,
57.593,11.8071,,
57.494,11.945,,
57.511,11.8997,,
57.415,11.7627,,
57.545,11.936,,
57.617,11.9623,,
57.633,11.89,,
57.675,11.8836,,
57.663,11.9743,,
57.651,11.965,,
57.639,11.991,,
57.68,12.0416,,
57.668,11.9718,,
57.786,11.9222,,
57.748,11.8942,,
57.71,11.8581,,
57.724,11.8955,,
57.737,11.9032,,
57.8,11.9387,,
57.862,11.9445,,
57.948,11.9166,,
57.983,11.8832,,
58.018,11.836,,
58.077,11.8925,,
58.23,11.855,,
58.31,11.8413,,
58.318,11.8159,,
58.326,11.8156,,
58.194,11.7773,,
58.272,11.7895,,
58.28,11.7625,,
58.288,11.764,,
58.251,11.8004,,
58.326,11.8099,,
58.333,11.8135,,
58.451,11.7919,,
58.501,11.7596,,
58.529,11.7478,,
58.556,11.7912,,
58.497,11.7943,,
58.503,11.7693,,
58.552,11.7505,,
58.683,11.7295,,
58.646,11.7134,,
58.733,11.7491,,
58.697,11.7282,,
58.681,11.7384,,
58.746,11.7545,,
58.69,11.7689,,
58.774,11.7585,,
58.718,11.7961,,
58.663,11.8082,,
58.648,11.8359,,
58.711,11.8575,,
58.734,11.8425,,
58.854,11.8232,,
58.953,11.83,,
59.032,11.8261,,
58.958,11.8335,,
58.942,11.8133,,
58.907,11.8136,,
58.91,11.8212,,
58.931,11.8097,,
59.007,11.8136,,
59.01,11.8178,,
59.084,11.8118,,
59.122,11.83,,
59.177,11.8131,,
59.125,11.8238,,
59.126,11.8045,,
59.198,11.8029,,
59.164,1.1529,,
59.2,1.3998,,
59.149,1.4251,,
59.254,1.5611,,
59.238,1.4661,,
59.221,1.4864,,
59.324,1.5091,,
59.341,1.5201,,
59.375,1.5273,,
59.375,1.528,,
59.433,1.4802,,
62.5,1.4677,,
64.062,1.474,,
59.375,1.444,,
58.594,1.4699,,
60.0,1.4873,,
58.854,1.4855,,
59.821,1.4919,,
58.203,1.4923,,
58.333,1.4902,,
58.125,1.4791,,
59.659,1.4752,,
60.938,1.4639,,
60.817,1.4595,,
60.938,1.4573,,
59.792,1.4492,,
58.984,1.4553,,
58.64,1.4583,,
57.986,1.4645,,
58.388,1.4618,,
58.906,1.4683,,
59.226,1.4655,,
59.659,1.4598,,
60.326,1.4658,,
60.026,1.4729,,
60.0,1.4755,,
60.216,1.4718,,
59.954,1.4685,,
60.045,1.4644,,
59.591,1.465,,
59.792,1.4652,,
59.879,1.4649,,
59.863,1.4674,,
60.511,1.4636,,
60.938,1.4568,,
60.536,1.4544,,
60.33,1.4474,,
60.389,1.4553,,
60.691,1.4489,,
60.657,1.438,,
60.547,1.4384,,
60.442,1.4419,,
60.342,1.441,,
60.247,1.4415,,
60.298,1.4403,,
60.764,1.442,,
61.005,1.4413,,
61.303,1.4426,,
61.328,1.4403,,
61.735,1.4332,,
62.062,1.4295,,
62.071,1.4301,,
62.079,1.429,,
62.087,1.4287,,
62.153,1.4294,,
62.045,1.4242,,
62.165,1.4198,,
62.116,1.415,,
62.177,1.4144,,
61.97,1.4202,,
62.188,1.4184,,
62.398,1.4228,,
62.349,1.426,,
62.153,1.4242,,
62.158,1.4256,,
62.26,1.4284,,
62.311,1.4279,,
62.453,1.4276,,
62.546,1.4288,,
62.455,1.4251,,
62.277,1.4226,,
62.412,1.419,,
62.153,1.4191,,
62.029,1.4196,,
62.035,1.4222,,
61.958,1.4188,,
61.842,1.4145,,
61.972,1.4135,,
62.059,1.4089,,
62.184,1.4076,,
62.305,1.4071,,
62.346,1.4034,,
62.424,1.4038,,
62.538,1.4019,,
62.574,1.3996,,
62.537,1.3995,,
62.645,1.3983,,
62.751,1.394,,
62.784,1.3943,,
62.816,1.3925,,
62.951,1.391,,
62.981,1.389,,
63.179,1.3893,,
63.239,1.3878,,
63.364,1.3863,,
63.52,1.3842,,
63.444,1.3823,,
63.499,1.3859,,
63.552,1.387,,
63.731,1.3875,,
63.75,1.3856,,
63.83,1.3826,,
63.817,1.3835,,
63.744,1.3813,,
63.792,1.3822,,
63.869,1.3823,,
63.856,1.382,,
63.931,1.3808,,
63.918,1.3815,,
63.847,1.3792,,
63.778,1.3833,,
63.936,1.3859,,
64.035,1.3867,,
63.993,1.386,,
64.09,1.3866,,
63.995,1.3848,,
64.036,1.384,,
63.996,1.3839,,
64.036,1.3838,,
63.971,1.3832,,
64.089,1.3816,,
64.024,1.3794,,
64.037,1.3775,,
64.05,1.3762,,
63.987,1.3797,,
63.925,1.3777,,
63.914,1.3782,,
63.853,1.3766,,
63.867,1.3777,,
64.002,1.3746,,
64.038,1.3736,,
64.122,1.3719,,
64.252,1.3733,,
64.239,1.371,,
64.272,1.3706,,
64.236,1.3711,,
64.269,1.3712,,
64.211,1.3707,,
64.334,1.3692,,
64.299,1.3701,,
64.353,1.3679,,
64.34,1.3664,,
64.283,1.3654,,
64.314,1.3633,,
64.323,1.3629,,
64.375,1.3608,,
64.362,1.3629,,
64.392,1.3627,,
64.443,1.3638,,
64.492,1.3623,,
64.458,1.3628,,
64.466,1.3597,,
64.535,1.3571,,
64.563,1.3544,,
64.651,1.3557,,
64.577,1.3559,,
64.643,1.3566,,
64.53,1.3587,,
64.537,1.3593,,
64.446,1.3584,,
64.434,1.3596,,
64.402,1.3586,,
64.525,1.357,,
64.647,1.357,,
64.691,1.3585,,
64.564,1.3578,,
64.59,1.3575,,
64.558,1.358,,
64.509,1.3567,,
64.497,1.3562,,
64.522,1.3565,,
64.529,1.3566,,
64.571,1.3568,,
64.668,1.3562,,
64.691,1.3569,,
64.661,1.3555,,
64.648,1.3547,,
64.689,1.3531,,
64.642,11.4886,,
64.682,12.1385,,
64.705,12.856,,
64.675,12.0626,,
64.629,11.987,,
64.583,11.9832,,
64.657,11.7621,,
64.645,11.6589,,
64.667,11.6874,,
64.639,11.7995,,
64.7,11.7275,,
59.375,11.6135,,
59.375,11.7797,,
59.375,11.7974,,
57.031,11.735,,
59.375,11.7367,,
59.375,11.8182,,
60.268,11.7945,,
60.156,11.8609,,
61.111,11.8751,,
60.312,11.8176,,
62.216,11.7762,,
62.5,11.7485,,
62.5,11.7136,,
63.17,11.7557,,
62.5,11.7665,,
61.719,11.8043,,
61.765,11.7978,,
62.153,11.7726,,
62.336,11.7358,,
62.812,11.6926,,
63.393,11.7785,,
63.636,11.7362,,
63.995,11.719,,
63.542,11.7109,,
63.5,11.7168,,
63.462,11.6825,,
63.542,11.6887,,
63.616,11.6547,,
63.47,11.6548,,
63.438,11.683,,
63.508,11.6861,,
63.672,11.6913,,
63.731,11.6668,,
63.971,11.6401,,
63.482,11.6297,,
63.281,11.6753,,
63.345,11.6778,,
63.322,11.6578,,
63.462,11.6487,,
63.359,11.6314,,
63.415,11.6228,,
63.542,11.6458,,
63.517,11.6217,,
63.352,11.6254,,
63.403,11.6394,,
63.383,11.66,,
63.564,11.648,,
63.086,11.6899,,
63.138,11.7038,,
63.188,11.7195,,
63.174,11.7345,,
62.861,11.7219,,
62.618,11.7015,,
62.731,11.7123,,
62.67,11.7058,,
62.612,11.7111,,
62.774,11.6922,,
62.716,11.6867,,
62.818,11.6863,,
62.969,11.6765,,
62.91,11.6795,,
62.954,11.6931,,
62.847,11.6845,,
62.988,11.688,,
63.125,11.6762,,
63.258,11.6943,,
63.386,11.6723,,
63.603,11.6709,,
63.496,1.0604,,
63.438,1.217,,
63.468,1.1869,,
63.498,1.3463,,
63.442,1.261,,
63.345,1.2921,,
63.208,1.2913,,
63.158,1.3196,,
63.109,1.3285,,
62.981,1.3308,,
63.014,1.2872,,
63.047,1.2833,,
63.194,1.3066,,
63.262,1.2924,,
63.404,1.3055,,
63.43,1.3227,,
63.456,1.3434,,
63.59,1.3521,,
63.757,1.3398,,
63.778,1.3334,,
63.834,1.3245,,
63.854,1.323,,
63.977,1.3151,,
64.029,1.3144,,
64.113,1.3134,,
64.162,1.3014,,
64.145,1.3056,,
64.16,1.3111,,
64.207,1.3133,,
64.19,1.3134,,
64.268,1.3147,,
64.406,1.3138,,
64.418,1.3087,,
64.522,1.3046,,
64.593,1.3157,,
64.694,1.3208,,
64.762,1.3169,,
64.858,1.3169,,
64.807,1.3142,,
64.728,1.3199,,
64.736,1.3214,,
64.631,1.3179,,
64.696,1.3178,,
64.816,1.3152,,
64.712,1.3061,,
64.775,1.3014,,
64.837,1.2945,,
64.844,1.2987,,
64.824,1.2954,,
64.91,1.2867,,
64.916,1.2861,,
65.104,1.2902,,
65.031,1.2924,,
65.036,1.2939,,
64.99,1.2929,,
64.995,1.2958,,
65.05,1.2972,,
65.055,1.2994,,
65.034,1.2974,,
65.015,1.2926,,
64.874,1.2909,,
64.784,1.2923,,
64.79,1.2898,,
64.82,1.2886,,
64.709,1.2885,,
64.715,1.2858,,
64.606,1.2817,,
64.683,1.2774,,
64.69,1.2793,,
64.742,1.2845,,
64.771,1.2829,,
64.844,1.2843,,
64.827,1.285,,
64.921,1.2837,,
64.904,1.2851,,
64.931,1.2883,,
64.935,1.2895,,
64.961,1.2904,,
64.923,1.2926,,
64.886,1.2907,,
64.933,1.2885,,
64.875,1.2877,,
64.88,1.2853,,
64.885,1.2842,,
64.808,1.2835,,
64.793,1.2794,,
64.718,1.2748,,
64.704,1.2724,,
64.689,1.2701,,
64.656,1.2684,,
64.583,1.267,,
64.492,1.2633,,
64.48,1.2624,,
64.622,1.2594,,
64.724,1.2571,,
64.787,1.256,,
64.716,1.2554,,
64.74,1.2528,,
64.708,1.2525,,
64.658,1.2536,,
64.645,1.255,,
64.632,1.2524,,
64.62,1.2527,,
64.68,1.2501,,
64.74,1.2477,,
64.763,1.2462,,
64.732,1.2434,,
64.737,1.247,,
64.76,1.2483,,
64.765,1.2514,,
64.804,1.2497,,
64.809,1.2484,,
64.796,1.2497,,
64.766,1.2468,,
64.737,1.247,,
64.759,1.2485,,
64.747,1.251,,
64.819,1.2502,,
64.856,1.2503,,
64.917,1.2485,,
,1.2511,,
,1.2554,,
,1.256,,
,1.2556,,
,1.2567,,
,1.2561,,
,1.2553,,
,1.255,,
,1.254,,
,1.253,,
,1.2523,,
,1.2491,,
,1.2475,,
,1.2465,,
,1.2468,,
,1.2445,,
,1.2461,,
,1.2438,,
,1.2444,,
,1.2414,,
,1.2409,,
,1.2397,,
,1.2393,,
,1.2381,,
,1.2398,,
,1.2397,,
,1.2403,,
,1.2392,,
,1.237,,
,1.2365,,
,1.234,,
,1.2326,,
,1.2316,,
,1.23,,
,1.2302,,
,1.228,,
,1.23,,
,1.2306,,
,1.2336,,
,1.233,,
,1.2345,,
,1.2324,,
,1.2304,,
,1.2288,,
,1.2307,,
,1.2305,,
,1.2316,,
,1.2321,,
,1.2309,,
,1.23,,
,1.231,,
,1.2292,,
,1.2277,,
,1.2277,,
,1.2297,,
,1.2293,,
,1.2285,,
,1.2289,,
,1.2274,,
,1.227,,
,1.2266,,
,1.2267,,
,1.2277,,
,1.2272,,
,1.2276,,
,1.2265,,
,1.2255,,
,1.2243,,
,11.0153,,
,11.7913,,
,12.485,,
,11.7873,,
,11.7603,,
,11.7822,,
,11.6062,,
,11.4835,,
,11.4599,,
,11.5753,,
,11.5018,,
,11.4213,,
,11.5622,,
,11.5347,,
,11.4756,,
,11.4896,,
,11.5745,,
,11.5594,,
,11.6238,,
,11.6348,,
,11.5906,,
,11.5471,,
,11.5306,,
,11.4895,,
,11.5309,,
,11.5513,,
,11.5918,,
,11.5899,,
,11.5799,,
,11.5418,,
,11.5101,,
,11.5791,,
,11.5438,,
,11.5252,,
,11.519,,
,11.5281,,
,11.5035,,
,11.4995,,
,11.4735,,
,11.4753,,
,11.4974,,
,11.5072,,
,11.5147,,
,11.4961,,
,11.4784,,
,11.4666,,
,11.5129,,
,11.5193,,
,11.4999,,
,11.4932,,
,11.4815,,
,11.4748,,
,11.4868,,
,11.4627,,
,11.4679,,
,11.4797,,
,11.4969,,
,11.4865,,
,11.5319,,
,11.5382,,
,11.553,,
,11.5682,,
,11.5593,,
,11.5413,,
,11.5482,,
,11.5406,,
,11.5465,,
,11.5311,,
,11.5291,,
,11.5284,,
,11.5196,,
,11.5226,,
,11.5311,,
,11.5235,,
,11.5246,,
,11.5125,,
,11.5329,,
,11.5138,,
,11.5133,,
,1.0668,,
,1.2319,,
,1.24,,
,1.363,,
,1.2717,,
,1.286,,
,1.2882,,
,1.3183,,
,1.319,,
,1.3185,,
,1.2695,,
,1.2511,,
,1.2639,,
,1.2652,,
,1.3183,,
,1.3545,,
,1.3747,,
,1.3865,,
,1.3918,,
,1.3892,,
,1.3882,,
,1.3824,,
,1.3685,,
,1.3663,,
,1.3622,,
,1.3628,,
,1.365,,
,1.3637,,
,1.3712,,
,1.3702,,
,1.3764,,
,1.373,,
,1.3624,,
,1.3666,,
,1.3714,,
,1.3734,,
,1.3733,,
,1.371,,
,1.3645,,
,1.3661,,
,1.3618,,
,1.3586,,
,1.3604,,
,1.3588,,
,1.349,,
,1.3426,,
,1.3364,,
,1.342,,
,1.3332,,
,1.3189,,
,1.3165,,
,1.3209,,
,1.3235,,
,1.3216,,
,1.3186,,
,1.3202,,
,1.3213,,
,1.3175,,
,1.3117,,
,1.3016,,
,1.2995,,
,1.2982,,
,1.2953,,
,1.2947,,
,1.2957,,
,1.2898,,
,1.2869,,
,1.2832,,
,1.2826,,
,1.2873,,
,1.2815,,
,1.2848,,
,1.2898,,
,1.2882,,
,1.2886,,
,1.2938,,
,1.2956,,
,1.2938,,
,1.2945,,
,1.2903,,
,1.2878,,
,1.2862,,
,1.2851,,
,1.2819,,
,1.282,,
,1.2761,,
,1.2744,,
,1.2726,,
,1.2669,,
,1.2663,,
,1.2653,,
,1.2609,,
,1.2595,,
,1.2565,,
,1.2522,,
,1.2533,,
,1.2506,,
,1.2485,,
,1.2453,,
,1.2444,,
,1.2456,,
,1.2442,,
,1.2432,,
,1.2404,,
,1.2404,,
,1.2393,,
,1.2351,,
,1.2373,,
,1.2371,,
,1.2379,,
,1.2362,,
,1.2331,,
,1.2337,,
,1.2318,,
,1.2321,,
,1.2327,,
,1.2341,,
,1.2321,,
,1.2313,,
,1.2276,,
,1.2291,,
,1.2306,,
,1.2307,,
,1.2304,,
,1.2313,,
,1.2301,,
,1.2268,,
,1.2269,,
,1.225,,
,1.2232,,
,1.2204,,
,1.2176,,
,1.2159,,
,1.2152,,
,1.2186,,
,1.2149,,
,1.2151,,
,1.2146,,
,1.2155,,
,1.2126,,
,1.2112,,
,1.2074,,
,1.2056,,
,1.2035,,
,1.2041,,
,1.2049,,
,1.2047,,
,1.2032,,
,1.2012,,
,1.2012,,
,1.199,,
,1.2006,,
,1.2013,,
,1.1996,,
,1.1995,,
,1.1977,,
,1.1994,,
,1.1998,,
,1.2001,,
,1.1992,,
,1.2004,,
,1.1972,,
,1.1949,,
,1.1927,,
,1.1963,,
,1.1964,,
,1.1964,,
,1.1969,,
,1.1956,,
,1.1939,,
,1.1941,,
,1.1922,,
,1.1907,,
,1.1892,,
,1.1906,,
,1.1908,,
,1.1896,,
,1.1905,,
,1.1895,,
,1.1893,,
,1.1882,,
,1.1879,,
,1.1879,,
,1.1858,,
,1.1867,,
,1.1865,,
,1.1854,,
,1.1838,,
,14.6995,,
,16.4417,,
,19.6958,,
,17.4919,,
,16.9202,,
,16.9832,,
,16.2194,,
,15.8745,,
,16.0946,,
,16.3867,,
,16.2808,,
,15.8714,,
,16.2447,,
,16.325,,
,16.0695,,
,16.0986,,
,16.2349,,
,16.1797,,
,16.3779,,
,16.431,,
,16.2294,,
,16.1747,,
,16.1134,,
,16.0386,,
,16.1821,,
,16.1857,,
,16.3292,,
,16.3419,,
,16.2383,,
,16.1309,,
,15.9972,,
,16.2608,,
,16.1527,,
,16.0936,,
,16.0742,,
,16.0844,,
,15.9592,,
,15.9904,,
,15.8991,,
,15.8884,,
,15.9471,,
,15.9469,,
,15.9223,,
,15.8331,,
,15.7341,,
,15.6823,,
,15.7839,,
,15.8136,,
,15.7496,,
,15.7281,,
,15.6551,,
,15.6195,,
,15.6793,,
,15.6146,,
,15.6003,,
,15.6178,,
,15.6644,,
,15.622,,
,15.702,,
,15.7418,,
,15.7851,,
,15.8304,,
,15.8041,,
,15.752,,
,15.8019,,
,15.7964,,
,15.8205,,
,15.7547,,
,15.7395,,
,15.7212,,
,15.6845,,
,15.6987,,
,15.7725,,
,15.7531,,
,15.7707,,
,15.732,,
,15.7734,,
,15.7142,,
,15.7082,,
,1.1658,,
,1.1547,,
,1.2048,,
,1.2881,,
,1.2163,,
,1.2514,,
,1.2279,,
,1.2451,,
,1.233,,
,1.2423,,
,1.1972,,
,1.1729,,
,1.178,,
,1.1694,,
,1.1973,,
,1.2255,,
,1.2318,,
,1.2385,,
,1.2296,,
,1.2239,,
,1.2155,,
,1.2097,,
,1.1972,,
,1.1911,,
,1.194,,
,1.1852,,
,1.1898,,
,1.1923,,
,1.2019,,
,1.2013,,
,1.2041,,
,1.2007,,
,1.1861,,
,1.1774,,
,1.1928,,
,1.1935,,
,1.1936,,
,1.1924,,
,1.1914,,
,1.1908,,
,1.1901,,
,1.1876,,
,1.1865,,
,1.1863,,
,1.1784,,
,1.1738,,
,1.1631,,
,1.167,,
,1.1584,,
,1.15,,
,1.1464,,
,1.1457,,
,1.1435,,
,1.1413,,
,1.143,,
,1.1407,,
,1.143,,
,1.1414,,
,1.1389,,
,1.1308,,
,1.1247,,
,1.1268,,
,1.1254,,
,1.1237,,
,1.1238,,
,1.121,,
,1.1183,,
,1.1156,,
,1.1136,,
,1.1192,,
,1.1167,,
,1.1191,,
,1.1215,,
,1.1213,,
,1.1222,,
,1.1264,,
,1.1258,,
,1.1244,,
,1.1243,,
,1.1206,,
,1.1177,,
,1.1168,,
,1.114,,
,1.1115,,
,1.1139,,
,1.1099,,
,1.1067,,
,1.1052,,
,1.1016,,
,1.0989,,
,1.1001,,
,1.0953,,
,1.0943,,
,1.0896,,
,1.0885,,
,1.0891,,
,1.0866,,
,1.0845,,
,1.0813,,
,1.0819,,
,1.0798,,
,1.0804,,
,1.0809,,
,1.079,,
,1.0786,,
,1.0794,,
,1.0778,,
,1.0803,,
,1.0805,,
,1.0826,,
,1.0797,,
,1.0763,,
,1.0755,,
,1.0733,,
,1.0743,,
,1.0738,,
,1.0743,,
,1.0727,,
,1.0732,,
,1.0709,,
,1.072,,
,1.0741,,
,1.0749,,
,1.0763,,
,1.0785,,
,1.0789,,
,1.0801,,
,1.0799,,
,1.0788,,
,1.077,,
,1.0747,,
,1.0721,,
,1.0707,,
,1.0699,,
,1.0705,,
,1.0681,,
,1.0691,,
,1.0656,,
,1.0666,,
,1.063,,
,1.0624,,
,1.0632,,
,1.0643,,
,1.0629,,
,1.062,,
,1.0621,,
,1.0634,,
,1.0619,,
,1.0618,,
,1.062,,
,1.0607,,
,1.0605,,
,1.0607,,
,1.0584,,
,1.0583,,
,1.056,,
,1.0591,,
,1.0584,,
,1.0602,,
,1.0604,,
,1.0605,,
,1.0574,,
,1.0548,,
,1.0534,,
,1.0564,,
,1.0549,,
,1.0547,,
,1.0558,,
,1.056,,
,1.0557,,
,1.056,,
,1.0545,,
,1.0526,,
,1.0514,,
,1.0523,,
,1.0522,,
,1.051,,
,1.0518,,
,1.0508,,
,1.0499,,
,1.0492,,
,1.0492,,
,1.0497,,
,1.0486,,
,1.0491,,
,1.0484,,
,1.0475,,
,1.0457,,
,13.4273,,
,14.4292,,
,16.2244,,
,14.9156,,
,14.6857,,
,14.7419,,
,14.3198,,
,14.1435,,
,14.2194,,
,14.5557,,
,14.4726,,
,14.2371,,
,14.4884,,
,14.5029,,
,14.3541,,
,14.3359,,
,14.4382,,
,14.415,,
,14.5008,,
,14.5542,,
,14.4499,,
,14.3888,,
,14.3716,,
,14.3192,,
,14.3925,,
,14.4047,,
,14.5037,,
,14.5049,,
,14.4414,,
,14.3826,,
,14.3044,,
,14.4409,,
,14.383,,
,14.3513,,
,14.3325,,
,14.3419,,
,14.276,,
,14.308,,
,14.2614,,
,14.2653,,
,14.303,,
,14.3028,,
,14.2884,,
,14.2415,,
,14.1812,,
,14.1565,,
,14.2252,,
,14.24,,
,14.2017,,
,14.1828,,
,14.1436,,
,14.1211,,
,14.1623,,
,14.122,,
,14.1262,,
,14.1348,,
,14.1576,,
,14.1374,,
,14.1924,,
,14.2191,,
,14.2537,,
