Loss,Mem,lr
7.2364,55.7,1.0
7.0807,55.7,1.0
6.8303,55.7,1.0
7.0903,55.7,1.0
6.6849,55.7,1.0
7.0032,55.7,1.0
6.9804,55.7,1.0
7.0411,55.7,1.0
6.7532,55.7,1.0
6.9314,55.7,1.0
7.0661,55.7,1.0
7.1684,55.7,1.0
6.9255,55.7,1.0
6.7716,55.7,1.0
6.9787,55.7,1.0
6.8819,55.7,1.0
7.0412,55.7,1.0
7.2155,55.7,1.0
6.8034,55.7,1.0
7.0356,55.7,1.0
7.0458,55.7,1.0
6.7718,55.7,1.0
7.1312,55.7,1.0
7.2327,55.7,1.0
6.9332,55.7,1.0
7.0581,55.7,1.0
6.9846,55.7,1.0
7.4029,55.7,1.0
7.0617,55.7,1.0
6.9527,55.7,1.0
6.6077,55.7,1.0
7.1915,55.7,1.0
7.041,55.7,1.0
6.7529,55.7,1.0
7.355,55.7,1.0
7.0286,55.7,1.0
6.9512,55.7,1.0
7.5821,55.7,1.0
6.8344,55.7,1.0
7.0337,55.7,1.0
7.0883,55.7,1.0
7.0168,55.7,1.0
7.0416,55.7,1.0
7.2242,55.7,1.0
7.0476,55.7,1.0
7.1071,55.7,1.0
7.1007,55.7,1.0
6.9709,55.7,1.0
7.0419,55.7,1.0
6.9227,55.7,1.0
6.9097,55.7,1.0
7.0548,55.7,1.0
7.0827,55.7,1.0
7.0537,55.7,1.0
6.5667,55.7,1.0
7.0249,55.7,1.0
6.8808,55.7,1.0
6.8727,55.7,1.0
6.9744,55.7,1.0
6.8896,55.7,1.0
7.1851,55.7,1.0
7.0135,55.7,1.0
7.156,55.7,1.0
7.2793,55.7,1.0
7.1634,55.7,1.0
7.0163,55.7,1.0
7.2889,55.7,1.0
6.9476,55.7,1.0
7.1451,55.7,1.0
7.1788,55.7,1.0
7.3036,55.7,1.0
6.9396,55.7,1.0
7.1537,55.7,1.0
6.9773,55.7,1.0
6.8799,55.7,1.0
7.0527,55.7,1.0
7.0169,55.7,1.0
6.7418,55.7,1.0
6.3852,55.7,1.0
7.0426,55.7,1.0
7.0851,55.7,1.0
6.8172,55.7,1.0
7.0281,55.7,1.0
7.0226,55.7,1.0
7.0823,55.7,1.0
7.1394,55.7,1.0
7.1206,55.7,1.0
7.126,55.7,1.0
6.9423,55.7,1.0
6.9364,55.7,1.0
7.071,55.7,1.0
6.9769,55.7,1.0
6.7094,55.7,1.0
7.0654,55.7,1.0
6.6833,55.7,1.0
6.8833,55.7,1.0
6.9202,55.7,1.0
6.8476,55.7,1.0
6.777,55.7,1.0
6.9152,55.7,1.0
7.1165,55.7,1.0
6.8041,55.7,1.0
6.9284,55.7,1.0
7.0538,55.7,1.0
7.3294,55.7,1.0
6.9897,55.7,1.0
6.8407,55.7,1.0
7.1803,55.7,1.0
6.7415,55.7,1.0
6.9009,55.7,1.0
6.823,55.7,1.0
7.1087,55.7,1.0
7.0638,55.7,1.0
6.7296,55.7,1.0
6.8679,55.7,1.0
7.1254,55.7,1.0
6.6778,55.7,1.0
7.3039,55.7,1.0
7.0497,55.7,1.0
7.0396,55.7,1.0
7.1273,55.7,1.0
7.2304,55.7,1.0
