Loss,Mem,lr
6.7647,66.0,1.0
6.6009,66.0,1.0
6.8494,66.0,1.0
7.0987,66.0,1.0
6.9917,66.0,1.0
6.9103,66.0,1.0
6.8081,66.0,1.0
6.9038,66.0,1.0
7.0516,66.0,1.0
7.1841,66.0,1.0
6.9638,66.0,1.0
6.9105,66.0,1.0
6.8652,66.0,1.0
6.6877,66.0,1.0
7.0676,66.0,1.0
7.1899,66.0,1.0
7.0749,66.0,1.0
7.0341,66.0,1.0
6.9221,66.0,1.0
6.7117,66.0,1.0
6.7442,66.0,1.0
6.9721,66.0,1.0
7.0157,66.0,1.0
6.7787,66.0,1.0
6.5387,66.0,1.0
6.2719,66.0,1.0
7.1093,66.0,1.0
7.0754,66.0,1.0
6.4245,66.0,1.0
7.0877,66.0,1.0
6.7196,66.0,1.0
6.8115,66.0,1.0
6.9047,66.0,1.0
6.6897,66.0,1.0
7.0029,66.0,1.0
6.8066,66.0,1.0
6.6467,66.0,1.0
6.6558,66.0,1.0
6.8608,66.0,1.0
7.0753,66.0,1.0
7.0079,66.0,1.0
6.8976,66.0,1.0
6.9597,66.0,1.0
6.8117,66.0,1.0
6.982,66.0,1.0
6.8399,66.0,1.0
6.764,66.0,1.0
6.7759,66.0,1.0
7.0004,66.0,1.0
7.1191,66.0,1.0
6.5971,66.0,1.0
7.1458,66.0,1.0
6.7613,66.0,1.0
6.9588,66.0,1.0
6.6472,66.0,1.0
6.8857,66.0,1.0
7.1711,66.0,1.0
6.9443,66.0,1.0
7.0632,66.0,1.0
6.9173,66.0,1.0
6.8528,66.0,1.0
6.9113,66.0,1.0
6.7416,66.0,1.0
6.5167,66.0,1.0
6.8985,66.0,1.0
7.0846,66.0,1.0
6.9495,66.0,1.0
6.92,66.0,1.0
6.368,66.0,1.0
6.9097,66.0,1.0
6.9543,66.0,1.0
6.7901,66.0,1.0
6.7324,66.0,1.0
6.8383,66.0,1.0
6.6286,66.0,1.0
6.9027,66.0,1.0
6.9385,66.0,1.0
6.754,66.0,1.0
6.9569,66.0,1.0
6.9445,66.0,1.0
7.1092,66.0,1.0
6.8134,66.0,1.0
6.7262,66.0,1.0
7.0017,66.0,1.0
6.6828,66.0,1.0
6.629,66.0,1.0
