Loss,Mem,Throughput,lr,0,1,2,3
7.7865,43.209,23852.0002,1.0,,,,
7.8846,43.209,26220.471,1.0,,,,
7.7038,43.209,30896.3229,1.0,,,,
7.7815,43.209,23727.8698,1.0,,,,
7.7864,43.209,25183.7191,1.0,,,,
7.7776,43.209,25662.647,1.0,,,,
7.7687,43.209,28840.18,1.0,,,,
7.8553,43.209,24991.93,1.0,,,,
7.8015,43.209,30101.4875,1.0,,,,
7.8382,43.209,27538.0575,1.0,,,,
7.8342,43.209,25779.0716,1.0,,,,
7.7966,43.209,26117.5038,1.0,,,,
7.8186,43.209,26620.6011,1.0,,,,
7.8365,43.209,26955.295,1.0,,,,
7.772,43.209,22755.2461,1.0,,,,
7.868,43.209,28902.4566,1.0,,,,
7.7805,43.209,28412.9388,1.0,,,,
7.7995,43.209,27787.264,1.0,,,,
7.7681,43.209,32003.3428,1.0,,,,
7.8137,43.209,32679.6043,1.0,,,,
7.7779,43.209,33221.8689,1.0,,,,
7.8256,43.209,29083.3819,1.0,,,,
7.9084,43.209,27094.7513,1.0,,,,
7.7714,43.209,27821.5461,1.0,,,,
7.8637,43.209,29477.6856,1.0,,,,
7.8502,43.209,34071.3962,1.0,,,,
7.7487,43.209,30523.5599,1.0,,,,
7.8289,43.209,24794.8543,1.0,,,,
7.7513,43.209,26408.4909,1.0,,,,
7.7875,43.209,24562.3002,1.0,,,,
7.8132,43.209,29725.1355,1.0,,,,
7.8031,43.209,30173.7124,1.0,,,,
7.8452,43.209,31065.3798,1.0,,,,
7.8285,43.209,33850.8638,1.0,,,,
7.7886,43.209,24104.7276,1.0,,,,
7.7817,43.209,27073.5476,1.0,,,,
7.9231,43.209,30077.044,1.0,,,,
7.8203,43.209,32655.6071,1.0,,,,
7.9238,43.209,25451.0186,1.0,,,,
7.8614,43.209,29094.4068,1.0,,,,
7.7236,43.209,32294.5265,1.0,,,,
7.8169,43.209,30191.5898,1.0,,,,
7.8458,43.209,25436.0747,1.0,,,,
7.8434,43.209,30142.9766,1.0,,,,
7.7817,43.209,32716.4844,1.0,,,,
7.7812,43.209,21939.9132,1.0,,,,
7.814,43.209,29789.6892,1.0,,,,
7.8089,43.209,27782.3577,1.0,,,,
7.7903,43.209,24833.7424,1.0,,,,
7.8093,43.209,28202.742,1.0,,,,
7.8217,43.209,22012.3224,1.0,,,,
7.7542,43.209,31069.2966,1.0,,,,
7.7923,43.209,26783.0635,1.0,,,,
7.7409,43.209,26765.7087,1.0,,,,
7.7524,43.209,27774.1214,1.0,,,,
7.7724,43.209,33127.1302,1.0,,,,
7.7463,43.209,27695.3718,1.0,,,,
7.7266,43.209,28259.2136,1.0,,,,
7.7658,43.209,25389.7092,1.0,,,,
7.8163,43.209,29266.5898,1.0,,,,
7.9989,43.209,21753.6847,1.0,,,,
7.8272,43.209,25084.3459,1.0,,,,
7.7263,43.209,30024.328,1.0,,,,
7.8189,43.209,26765.3133,1.0,,,,
7.8198,43.209,30190.0009,1.0,,,,
7.7488,43.209,22645.1663,1.0,,,,
7.8726,43.209,24837.9864,1.0,,,,
7.8094,43.209,33354.0294,1.0,,,,
7.8486,43.209,23730.8568,1.0,,,,
7.7757,43.209,30095.1066,1.0,,,,
7.8414,43.209,27407.4345,1.0,,,,
7.8857,43.209,24382.9016,1.0,,,,
7.8085,43.209,29425.1108,1.0,,,,
7.9073,43.209,29606.9543,1.0,,,,
7.8041,43.209,33459.0197,1.0,,,,
7.8171,43.209,26347.6795,1.0,,,,
7.7872,43.209,22370.3908,1.0,,,,
7.8114,43.209,28326.5062,1.0,,,,
7.9418,43.209,23764.7779,1.0,,,,
7.8371,43.209,25877.0496,1.0,,,,
7.9001,43.209,29071.248,1.0,,,,
7.8657,43.209,27592.3322,1.0,,,,
7.7951,43.209,34349.09,1.0,,,,
7.7925,43.209,25351.542,1.0,,,,
7.7181,43.209,28503.0688,1.0,,,,
7.8204,43.209,25404.2979,1.0,,,,
7.8334,43.209,26762.2574,1.0,,,,
7.7187,43.209,34891.0869,1.0,,,,
7.7823,43.209,31314.0681,1.0,,,,
7.7856,43.209,28048.1173,1.0,,,,
7.8639,43.209,28748.865,1.0,,,,
7.9157,43.209,21303.708,1.0,,,,
7.8209,43.209,24955.7486,1.0,,,,
7.7651,43.209,31339.8224,1.0,,,,
7.8575,43.209,27009.8282,1.0,,,,
7.8214,43.209,33831.6039,1.0,,,,
7.8107,43.209,30645.6617,1.0,,,,
7.8848,43.209,27570.1113,1.0,,,,
7.7964,43.209,29334.7761,1.0,,,,
7.7595,43.209,27069.9891,1.0,,,,
7.8039,43.209,30711.8206,1.0,,,,
7.8251,43.209,29231.2804,1.0,,,,
7.7655,43.209,25622.8692,1.0,,,,
7.8051,43.209,25372.7934,1.0,,,,
7.8594,43.209,33385.5643,1.0,,,,
7.8257,43.209,33546.5751,1.0,,,,
7.8363,43.209,25186.5057,1.0,,,,
7.8075,43.209,24671.7396,1.0,,,,
7.8164,43.209,31932.2712,1.0,,,,
7.7757,43.209,33383.1305,1.0,,,,
7.8424,43.209,29275.0212,1.0,,,,
7.752,43.209,30465.5711,1.0,,,,
7.9732,43.209,30977.2816,1.0,,,,
7.8931,43.209,30422.6853,1.0,,,,
7.7914,43.209,24041.9016,1.0,,,,
7.7457,43.209,24426.864,1.0,,,,
7.8065,43.209,29184.1935,1.0,,,,
7.8512,43.209,26894.5887,1.0,,,,
7.8027,43.209,30123.8448,1.0,,,,
7.8452,43.209,33359.6434,1.0,,,,
7.8048,43.209,27633.2546,1.0,,,,
7.7746,43.209,22977.3556,1.0,,,,
7.7982,43.209,31960.7377,1.0,,,,
7.7708,43.209,21899.4179,1.0,,,,
7.7877,43.209,27220.507,1.0,,,,
7.8629,43.209,25143.856,1.0,,,,
7.8445,43.209,31946.7159,1.0,,,,
7.788,43.209,27947.1036,1.0,,,,
7.8091,43.209,26243.483,1.0,,,,
7.8212,43.209,27280.9834,1.0,,,,
7.8774,43.209,30985.5269,1.0,,,,
7.7839,43.209,31297.0383,1.0,,,,
7.796,43.209,34525.4464,1.0,,,,
7.7749,43.209,27919.2033,1.0,,,,
7.7877,43.209,27608.1865,1.0,,,,
7.7926,43.209,26035.7158,1.0,,,,
7.7851,43.209,26279.1548,1.0,,,,
7.7811,43.209,25906.7443,1.0,,,,
7.883,43.209,30689.598,1.0,,,,
7.7681,43.209,22675.8466,1.0,,,,
7.848,43.209,30142.0266,1.0,,,,
7.762,43.209,26559.5779,1.0,,,,
7.8853,43.209,25896.6122,1.0,,,,
7.8997,43.209,24985.6604,1.0,,,,
7.8227,43.209,32008.0022,1.0,,,,
7.8538,43.209,28213.417,1.0,,,,
7.8118,43.209,27287.7774,1.0,,,,
7.8182,43.209,31071.4083,1.0,,,,
7.7742,43.209,28379.4135,1.0,,,,
7.8829,43.209,27335.6066,1.0,,,,
7.8305,43.209,28591.505,1.0,,,,
7.9071,43.209,26684.7182,1.0,,,,
7.811,43.209,28137.0931,1.0,,,,
7.7685,43.209,27759.5161,1.0,,,,
7.6976,43.209,23043.2264,1.0,,,,
7.7529,43.209,36678.9706,1.0,,,,
7.8163,43.209,28388.1267,1.0,,,,
7.869,43.209,22420.5976,1.0,,,,
7.8089,43.209,31468.3277,1.0,,,,
7.8469,43.209,29660.0646,1.0,,,,
7.7884,43.209,31133.5859,1.0,,,,
7.7221,43.209,32967.0122,1.0,,,,
7.7457,43.209,27428.3266,1.0,,,,
7.8262,43.209,31529.3956,1.0,,,,
7.8706,43.209,29141.3415,1.0,,,,
7.8121,43.209,29814.6858,1.0,,,,
7.7356,43.209,26492.5477,1.0,,,,
7.9334,43.209,26283.3421,1.0,,,,
7.8517,43.209,31151.5798,1.0,,,,
7.8221,43.209,28769.9183,1.0,,,,
7.8118,43.209,27481.1161,1.0,,,,
7.7885,43.209,26612.3083,1.0,,,,
7.837,43.209,26554.835,1.0,,,,
7.8139,43.209,32576.2503,1.0,,,,
7.7665,43.209,29351.8525,1.0,,,,
7.7888,43.209,28751.2638,1.0,,,,
7.735,43.209,29623.4131,1.0,,,,
7.8528,43.209,25008.8051,1.0,,,,
7.7195,43.209,30678.75,1.0,,,,
7.7794,43.209,26590.9878,1.0,,,,
7.8194,43.209,32367.9792,1.0,,,,
7.8213,43.209,29148.5451,1.0,,,,
7.8599,43.209,26105.0926,1.0,,,,
7.8084,43.209,31292.546,1.0,,,,
7.9245,43.209,24342.4467,1.0,,,,
7.7111,43.209,30306.5028,1.0,,,,
7.7816,43.209,26227.1179,1.0,,,,
7.7869,43.209,30445.9851,1.0,,,,
7.8328,43.209,30616.5958,1.0,,,,
7.7953,43.209,29482.5983,1.0,,,,
7.8373,43.209,30517.5341,1.0,,,,
7.837,43.209,32871.3203,1.0,,,,
7.8417,43.209,26093.2425,1.0,,,,
7.8201,43.209,26252.2706,1.0,,,,
7.7617,43.209,24889.384,1.0,,,,
7.8766,43.209,27204.1528,1.0,,,,
7.8587,43.209,22721.3714,1.0,,,,
7.7881,43.209,28245.9692,1.0,,,,
7.7273,43.209,28408.0838,1.0,,,,
7.7865,43.209,33562.0164,1.0,,,,
7.8813,43.209,21193.2757,1.0,,,,
7.8653,43.209,24009.8412,1.0,,,,
7.842,43.209,35176.0886,1.0,,,,
7.9261,43.209,29071.0332,1.0,,,,
7.7802,43.209,28800.5569,1.0,,,,
7.7987,43.209,27811.2855,1.0,,,,
7.7507,43.209,26473.768,1.0,,,,
7.8423,43.209,28408.4406,1.0,,,,
7.8333,43.209,30676.0083,1.0,,,,
7.8193,43.209,30743.0467,1.0,,,,
7.8605,43.209,28613.3707,1.0,,,,
7.8067,43.209,33377.847,1.0,,,,
7.8226,43.209,30382.4563,1.0,,,,
7.7162,43.209,31518.8201,1.0,,,,
7.7721,43.209,36654.5126,1.0,,,,
7.8846,43.209,26933.0791,1.0,,,,
7.7948,43.209,31558.9095,1.0,,,,
7.7744,43.209,25159.6497,1.0,,,,
7.8593,43.209,32060.9051,1.0,,,,
7.7637,43.209,24413.9825,1.0,,,,
7.8375,43.209,27901.7521,1.0,,,,
7.8413,43.209,32719.3578,1.0,,,,
7.8387,43.209,28166.8738,1.0,,,,
7.7927,43.209,27102.7296,1.0,,,,
7.7757,43.209,30832.0893,1.0,,,,
7.8481,43.209,26872.0133,1.0,,,,
7.7604,43.209,28533.5384,1.0,,,,
7.8463,43.209,33217.802,1.0,,,,
7.8163,43.209,26677.6614,1.0,,,,
7.7951,43.209,27184.904,1.0,,,,
7.7443,43.209,28371.1503,1.0,,,,
7.7502,43.209,32246.4782,1.0,,,,
7.8124,43.209,23241.983,1.0,,,,
7.7791,43.209,27944.9789,1.0,,,,
7.7878,43.209,23887.3582,1.0,,,,
7.7657,43.209,33457.5944,1.0,,,,
7.8048,43.209,26411.9468,1.0,,,,
7.784,43.209,26877.1556,1.0,,,,
7.8743,43.209,27959.1541,1.0,,,,
7.7479,43.209,27927.6407,1.0,,,,
7.8081,43.209,31157.6799,1.0,,,,
7.7482,43.209,35076.5686,1.0,,,,
7.8834,43.209,27791.2021,1.0,,,,
7.7204,43.209,35983.7414,1.0,,,,
7.8439,43.209,26818.6664,1.0,,,,
7.8693,43.209,26917.9079,1.0,,,,
7.9446,43.209,25459.3571,1.0,,,,
7.7476,43.209,27752.4695,1.0,,,,
7.8148,43.209,20557.3344,1.0,,,,
7.8229,43.209,32411.622,1.0,,,,
7.7884,43.209,27959.5282,1.0,,,,
7.7945,43.209,26531.6403,1.0,,,,
7.8272,43.209,31741.4739,1.0,,,,
7.8183,43.209,26805.2753,1.0,,,,
7.7925,43.209,26425.7214,1.0,,,,
7.7973,43.209,28482.5623,1.0,,,,
7.7774,43.209,30712.4044,1.0,,,,
7.839,43.209,28780.035,1.0,,,,
7.7997,43.209,32822.4473,1.0,,,,
7.7587,43.209,28362.9879,1.0,,,,
7.9223,43.209,27373.3433,1.0,,,,
7.838,43.209,26627.7768,1.0,,,,
7.8344,43.209,32939.843,1.0,,,,
7.7386,43.209,27190.4566,1.0,,,,
7.7785,43.209,19704.3054,1.0,,,,
7.8634,43.209,28267.9098,1.0,,,,
7.8197,43.209,33349.3137,1.0,,,,
7.7285,43.209,30055.4909,1.0,,,,
7.8607,43.209,29194.7803,1.0,,,,
7.8346,43.209,26913.6025,1.0,,,,
7.8069,43.209,32936.6214,1.0,,,,
7.8469,43.209,29286.9472,1.0,,,,
7.8394,43.209,26207.7247,1.0,,,,
7.7442,43.209,29476.2264,1.0,,,,
7.8391,43.209,25174.6808,1.0,,,,
7.835,43.209,26069.6978,1.0,,,,
7.8246,43.209,30817.0778,1.0,,,,
7.8182,43.209,24120.6925,1.0,,,,
7.8527,43.209,26114.3819,1.0,,,,
7.8114,43.209,22153.3577,1.0,,,,
7.806,43.209,32678.6016,1.0,,,,
7.8062,43.209,34055.7164,1.0,,,,
7.8418,43.209,31071.812,1.0,,,,
7.792,43.209,25250.2177,1.0,,,,
7.8385,43.209,26406.5642,1.0,,,,
7.758,43.209,26036.2661,1.0,,,,
7.8435,43.209,31801.6224,1.0,,,,
7.7225,43.209,23605.5122,1.0,,,,
7.7647,43.209,25924.3264,1.0,,,,
7.8248,43.209,31307.2215,1.0,,,,
7.8336,43.209,33374.8718,1.0,,,,
7.7941,43.209,30301.2637,1.0,,,,
7.82,43.209,27028.1263,1.0,,,,
7.7289,43.209,26918.3475,1.0,,,,
7.7598,43.209,25735.1202,1.0,,,,
7.7379,43.209,31918.1617,1.0,,,,
7.6444,43.209,26096.4146,1.0,,,,
7.8726,43.209,29312.9766,1.0,,,,
7.7898,43.209,29185.7278,1.0,,,,
7.8244,43.209,26459.709,1.0,,,,
7.7825,43.209,29617.1091,1.0,,,,
7.763,43.209,30456.9986,1.0,,,,
7.783,43.209,30232.8063,1.0,,,,
7.786,43.209,29658.0981,1.0,,,,
7.8282,43.209,26318.5721,1.0,,,,
7.796,43.209,30272.504,1.0,,,,
7.7801,43.209,33717.7371,1.0,,,,
7.7054,43.209,26351.7174,1.0,,,,
7.8248,43.209,31967.7782,1.0,,,,
7.8499,43.209,24441.5566,1.0,,,,
7.835,43.209,28120.9764,1.0,,,,
7.8069,43.209,21143.2731,1.0,,,,
7.7854,43.209,25938.5611,1.0,,,,
7.7362,43.209,29087.9533,1.0,,,,
7.725,43.209,26088.7603,1.0,,,,
7.7133,43.209,32660.0805,1.0,,,,
7.8162,43.209,28417.2537,1.0,,,,
7.7892,43.209,28356.9286,1.0,,,,
7.8082,43.209,30492.042,1.0,,,,
7.791,43.209,25542.4664,1.0,,,,
7.7708,43.209,28616.194,1.0,,,,
7.8338,43.209,25569.1528,1.0,,,,
7.8535,43.209,26889.6693,1.0,,,,
7.8206,43.209,30777.4581,1.0,,,,
7.9004,43.209,27362.4258,1.0,,,,
7.8243,43.209,36803.1464,1.0,,,,
7.8295,43.209,25743.4431,1.0,,,,
7.8322,43.209,28742.6152,1.0,,,,
7.6763,43.209,30664.6537,1.0,,,,
7.7446,43.209,31774.363,1.0,,,,
7.7841,43.209,28722.5543,1.0,,,,
7.7951,43.209,30472.1825,1.0,,,,
7.7674,43.209,26343.8421,1.0,,,,
7.7731,43.209,30506.4485,1.0,,,,
7.7245,43.209,33009.1976,1.0,,,,
7.8477,43.209,25757.2363,1.0,,,,
7.6925,43.209,27356.9985,1.0,,,,
7.7882,43.209,31191.0218,1.0,,,,
7.8179,43.209,26478.4205,1.0,,,,
7.8567,43.209,24985.6391,1.0,,,,
7.701,43.209,30822.3746,1.0,,,,
7.7808,43.209,33104.7454,1.0,,,,
7.8393,43.209,18965.2439,1.0,,,,
7.841,43.209,28147.7704,1.0,,,,
7.8449,43.209,31069.1336,1.0,,,,
7.8204,43.209,28118.8657,1.0,,,,
7.8016,43.209,35551.3432,1.0,,,,
7.8089,43.209,27156.9602,1.0,,,,
7.8122,43.209,29359.9905,1.0,,,,
7.8282,43.209,27462.1116,1.0,,,,
7.7748,43.209,28243.0507,1.0,,,,
7.7851,43.209,26786.9572,1.0,,,,
7.751,43.209,27617.0899,1.0,,,,
7.8514,43.209,28690.3556,1.0,,,,
7.7857,43.209,27991.8731,1.0,,,,
7.7777,43.209,28728.396,1.0,,,,
7.9354,43.209,25446.4634,1.0,,,,
7.8362,43.209,17844.0487,1.0,,,,
7.7161,43.209,21228.3258,1.0,,,,
7.8153,43.209,27747.7114,1.0,,,,
7.7566,43.209,32666.484,1.0,,,,
7.813,43.209,29164.992,1.0,,,,
7.7917,43.209,29765.5746,1.0,,,,
7.831,43.209,25883.0052,1.0,,,,
7.756,43.209,29137.2049,1.0,,,,
7.739,43.209,25402.3127,1.0,,,,
7.8353,43.209,26396.8793,1.0,,,,
7.9221,43.209,26274.2364,1.0,,,,
7.8834,43.209,28303.061,1.0,,,,
7.888,43.209,30332.4665,1.0,,,,
7.7454,43.209,36169.911,1.0,,,,
7.7745,43.209,25851.462,1.0,,,,
7.8131,43.209,27184.1947,1.0,,,,
7.8046,43.209,23548.3598,1.0,,,,
7.8149,43.209,27025.4672,1.0,,,,
7.7355,43.209,30511.5286,1.0,,,,
7.8511,43.209,31160.9531,1.0,,,,
7.7287,43.209,31410.3029,1.0,,,,
7.779,43.209,26455.206,1.0,,,,
7.7863,43.209,27416.563,1.0,,,,
7.8514,43.209,30378.7503,1.0,,,,
7.8347,43.209,25020.5534,1.0,,,,
7.8,43.209,30758.1033,1.0,,,,
7.7462,43.209,27057.3433,1.0,,,,
7.7971,43.209,25894.727,1.0,,,,
7.7262,43.209,28468.5053,1.0,,,,
7.8567,43.209,29742.4754,1.0,,,,
7.7955,43.209,25625.5919,1.0,,,,
7.9315,43.209,31003.5311,1.0,,,,
7.7485,43.209,29080.8456,1.0,,,,
7.7886,43.209,31823.3306,1.0,,,,
7.8129,43.209,27605.6723,1.0,,,,
7.7827,43.209,25119.5499,1.0,,,,
7.7652,43.209,26629.6699,1.0,,,,
7.8294,43.209,27892.4848,1.0,,,,
7.8393,43.209,27382.7446,1.0,,,,
7.7689,43.209,27429.094,1.0,,,,
7.7594,43.209,33374.0228,1.0,,,,
7.7937,43.209,26282.2989,1.0,,,,
7.8125,43.209,27839.8896,1.0,,,,
7.78,43.209,30754.2162,1.0,,,,
7.7973,43.209,28408.3183,1.0,,,,
7.7739,43.209,30200.9674,1.0,,,,
7.7387,43.209,29733.5107,1.0,,,,
7.8513,43.209,20870.7038,1.0,,,,
7.766,43.209,28898.7461,1.0,,,,
7.7796,43.209,26555.3116,1.0,,,,
7.8104,43.209,20684.5664,1.0,,,,
7.8487,43.209,28677.8096,1.0,,,,
7.8107,43.209,28116.1876,1.0,,,,
7.8046,43.209,25247.0289,1.0,,,,
7.6922,43.209,33320.8315,1.0,,,,
7.8628,43.209,26464.2074,1.0,,,,
7.7907,43.209,29447.1239,1.0,,,,
7.7008,43.209,28003.0963,1.0,,,,
7.8486,43.209,28424.0062,1.0,,,,
7.7492,43.209,27756.162,1.0,,,,
7.8168,43.209,21414.5149,1.0,,,,
7.7608,43.209,25710.2079,1.0,,,,
7.74,43.209,28784.7886,1.0,,,,
7.8668,43.209,25178.8174,1.0,,,,
7.8243,43.209,28920.1364,1.0,,,,
7.8051,43.209,31548.0084,1.0,,,,
7.7557,43.209,31056.9352,1.0,,,,
7.8227,43.209,29087.1854,1.0,,,,
7.8737,43.209,29863.6792,1.0,,,,
7.7989,43.209,27970.4737,1.0,,,,
7.6843,43.209,31188.1771,1.0,,,,
7.8218,43.209,28975.3775,1.0,,,,
7.8059,43.209,28945.1127,1.0,,,,
7.7441,43.209,26597.6529,1.0,,,,
7.7746,43.209,32008.3227,1.0,,,,
7.8032,43.209,30260.9503,1.0,,,,
7.7696,43.209,30592.3123,1.0,,,,
7.7878,43.209,27640.8682,1.0,,,,
7.7584,43.209,28941.4014,1.0,,,,
7.8017,43.209,23651.8173,1.0,,,,
7.7812,43.209,28332.7565,1.0,,,,
7.7689,43.209,27064.5954,1.0,,,,
7.8108,43.209,22764.1803,1.0,,,,
7.8117,43.209,28982.3495,1.0,,,,
7.8056,43.209,24479.7602,1.0,,,,
7.8605,43.209,21652.3507,1.0,,,,
7.7203,43.209,27202.6612,1.0,,,,
7.7745,43.209,30681.9109,1.0,,,,
7.7963,43.209,26536.8376,1.0,,,,
7.8202,43.209,30102.3871,1.0,,,,
7.8276,43.209,31312.4733,1.0,,,,
7.7436,43.209,27861.2895,1.0,,,,
7.7324,43.209,29082.3427,1.0,,,,
7.8663,43.209,34351.1748,1.0,,,,
7.8424,43.209,22457.1649,1.0,,,,
7.8726,43.209,22498.109,1.0,,,,
7.8648,43.209,26659.5308,1.0,,,,
7.7349,43.209,29579.7631,1.0,,,,
7.7071,43.209,32110.3684,1.0,,,,
7.7149,43.209,25189.3876,1.0,,,,
7.7822,43.209,29439.4984,1.0,,,,
7.7429,43.209,32623.9216,1.0,,,,
7.8119,43.209,33307.6162,1.0,,,,
7.8375,43.209,25391.3254,1.0,,,,
7.7796,43.209,27633.3361,1.0,,,,
7.8078,43.209,26853.6685,1.0,,,,
7.753,43.209,27037.0608,1.0,,,,
7.7656,43.209,25322.5846,1.0,,,,
7.777,43.209,28331.8579,1.0,,,,
7.7183,43.209,31353.7693,1.0,,,,
7.7121,43.209,25220.6974,1.0,,,,
7.8613,43.209,32810.9492,1.0,,,,
7.8227,43.209,25605.7411,1.0,,,,
7.7718,43.209,23230.846,1.0,,,,
7.7218,43.209,30718.6348,1.0,,,,
7.7764,43.209,31565.339,1.0,,,,
7.8617,43.209,29382.6032,1.0,,,,
7.7435,43.209,30904.5863,1.0,,,,
7.7847,43.209,35455.4136,1.0,,,,
7.7963,43.209,31179.2384,1.0,,,,
7.7791,43.209,31384.0602,1.0,,,,
7.824,43.209,24522.8114,1.0,,,,
7.8646,43.209,25458.8494,1.0,,,,
7.8213,43.209,29642.6617,1.0,,,,
7.6451,43.209,28238.6175,1.0,,,,
7.7294,43.209,25392.4871,1.0,,,,
7.7898,43.209,32274.1085,1.0,,,,
7.7632,43.209,26002.5364,1.0,,,,
7.8098,43.209,29910.0336,1.0,,,,
7.7804,43.209,29979.0395,1.0,,,,
7.8271,43.209,28777.9391,1.0,,,,
7.7618,43.209,32862.0071,1.0,,,,
7.8175,43.209,29075.384,1.0,,,,
7.7482,43.209,30277.9189,1.0,,,,
7.7554,43.209,28283.7816,1.0,,,,
7.8268,43.209,32420.6715,1.0,,,,
7.7863,43.209,25853.5853,1.0,,,,
7.7784,43.209,19929.4042,1.0,,,,
7.7499,43.209,26937.634,1.0,,,,
7.7809,43.209,27733.9165,1.0,,,,
7.7856,43.209,28782.9093,1.0,,,,
7.7782,43.209,23435.5111,1.0,,,,
7.7854,43.209,28863.0472,1.0,,,,
7.7776,43.209,25539.6475,1.0,,,,
7.8041,43.209,29354.6128,1.0,,,,
7.7381,43.209,24395.8245,1.0,,,,
7.9211,43.209,28262.5666,1.0,,,,
7.7577,43.209,28115.5078,1.0,,,,
7.7918,43.209,25920.2816,1.0,,,,
7.7781,43.209,29012.6004,1.0,,,,
7.7581,43.209,31305.7888,1.0,,,,
7.7183,43.209,34445.0375,1.0,,,,
7.8343,43.209,25368.9175,1.0,,,,
7.8375,43.209,24261.0977,1.0,,,,
7.6948,43.209,24060.5836,1.0,,,,
7.7942,43.209,25887.953,1.0,,,,
7.7632,43.209,31333.8788,1.0,,,,
7.8093,43.209,22815.8611,1.0,,,,
7.8095,43.209,29920.7475,1.0,,,,
7.7731,43.209,24638.6834,1.0,,,,
7.8632,43.209,31817.2085,1.0,,,,
7.8317,43.209,28043.2636,1.0,,,,
7.7365,43.209,26101.4443,1.0,,,,
7.8547,43.209,29479.961,1.0,,,,
7.7045,43.209,29319.3603,1.0,,,,
7.7776,43.209,33504.481,1.0,,,,
7.7936,43.209,28580.6829,1.0,,,,
7.7383,43.209,28393.2313,1.0,,,,
7.7966,43.209,26601.8127,1.0,,,,
7.7759,43.209,29942.7483,1.0,,,,
7.7057,43.209,29740.9807,1.0,,,,
7.7924,43.209,25871.4346,1.0,,,,
7.7729,43.209,23976.4807,1.0,,,,
7.7178,43.209,34598.5978,1.0,,,,
7.8503,43.209,30499.8898,1.0,,,,
7.7358,43.209,30001.7217,1.0,,,,
7.8228,43.209,26979.3532,1.0,,,,
7.8362,43.209,32472.0459,1.0,,,,
7.8172,43.209,29479.9768,1.0,,,,
7.7538,43.209,26997.9175,1.0,,,,
7.8672,43.209,30914.8673,1.0,,,,
7.7632,43.209,27074.3787,1.0,,,,
7.7763,43.209,28696.8128,1.0,,,,
7.8492,43.209,28722.7152,1.0,,,,
7.7898,43.209,29388.4976,1.0,,,,
7.8275,43.209,33743.4203,1.0,,,,
7.7649,43.209,26228.8905,1.0,,,,
7.7533,43.209,29967.7974,1.0,,,,
7.7752,43.209,21335.5189,1.0,,,,
7.8378,43.209,28910.0058,1.0,,,,
7.8324,43.209,26580.904,1.0,,,,
7.7519,43.209,31506.9321,1.0,,,,
7.7251,43.209,28170.6797,1.0,,,,
7.7342,43.209,31214.5535,1.0,,,,
7.7883,43.209,30138.5837,1.0,,,,
7.7953,43.209,27752.7771,1.0,,,,
7.7267,43.209,31758.1662,1.0,,,,
7.779,43.209,28179.3716,1.0,,,,
7.7907,43.209,29890.6644,1.0,,,,
7.6918,43.209,28271.9405,1.0,,,,
7.9182,43.209,33254.856,1.0,,,,
7.7127,43.209,27904.5384,1.0,,,,
7.8199,43.209,27817.6517,1.0,,,,
7.7806,43.209,30393.5072,1.0,,,,
7.8569,43.209,24981.7561,1.0,,,,
7.7983,43.209,28848.2361,1.0,,,,
7.818,43.209,30043.4274,1.0,,,,
7.7004,43.209,31581.0651,1.0,,,,
7.7679,43.209,29833.5417,1.0,,,,
7.8263,43.209,29487.0048,1.0,,,,
7.8678,43.209,30816.0713,1.0,,,,
7.709,43.209,29136.8148,1.0,,,,
7.7459,43.209,29348.3451,1.0,,,,
7.7897,43.209,29476.5686,1.0,,,,
7.731,43.209,25396.5686,1.0,,,,
7.8524,43.209,26846.5897,1.0,,,,
7.7525,43.209,29444.3981,1.0,,,,
7.7385,43.209,31280.1528,1.0,,,,
7.7189,43.209,35300.9938,1.0,,,,
7.7416,43.209,21151.5537,1.0,,,,
7.8525,43.209,29611.279,1.0,,,,
7.7769,43.209,35630.3493,1.0,,,,
7.8079,43.209,34341.266,1.0,,,,
7.8397,43.209,28757.6487,1.0,,,,
7.7709,43.209,31579.7116,1.0,,,,
7.8155,43.209,32124.8678,1.0,,,,
7.7571,43.209,30385.8163,1.0,,,,
7.7453,43.209,25210.9245,1.0,,,,
7.7656,43.209,30665.4668,1.0,,,,
7.785,43.209,30744.4131,1.0,,,,
7.7279,43.209,25214.8424,1.0,,,,
7.7667,43.209,22783.428,1.0,,,,
7.7938,43.209,24363.248,1.0,,,,
7.8134,43.209,27460.9111,1.0,,,,
7.7342,43.209,29189.4357,1.0,,,,
7.7637,43.209,22329.4735,1.0,,,,
7.7634,43.209,24376.5473,1.0,,,,
7.8193,43.209,26937.379,1.0,,,,
7.842,43.209,24796.6322,1.0,,,,
7.761,43.209,28373.5319,1.0,,,,
7.7918,43.209,30176.0723,1.0,,,,
7.8129,43.209,30047.8752,1.0,,,,
7.7875,43.209,30929.1213,1.0,,,,
7.758,43.209,32645.1511,1.0,,,,
7.7322,43.209,32080.2358,1.0,,,,
7.7023,43.209,32702.002,1.0,,,,
7.7831,43.209,28176.622,1.0,,,,
7.7973,43.209,28110.0895,1.0,,,,
7.8919,43.209,30246.8276,1.0,,,,
7.7355,43.209,28964.7055,1.0,,,,
7.7313,43.209,25545.3774,1.0,,,,
7.7177,43.209,30075.836,1.0,,,,
7.7803,43.209,29311.8085,1.0,,,,
7.7384,43.209,30609.038,1.0,,,,
7.7407,43.209,32859.9549,1.0,,,,
7.7841,43.209,34090.4607,1.0,,,,
