train_acc,loss,0,1
20.908,2.6362,,
20.999,2.6291,,
21.021,2.6217,,
21.026,2.6157,,
21.081,2.6126,,
21.102,2.6095,,
21.173,2.6054,,
21.217,2.5961,,
15.625,2.6178,,
14.062,2.6133,,
18.75,2.6098,,
17.969,2.6043,,
21.25,2.6052,,
23.438,2.6018,,
21.875,2.5938,,
19.922,2.5871,,
20.833,2.5806,,
20.625,2.5814,,
19.318,2.6006,,
20.573,2.5984,,
21.154,2.5979,,
20.982,2.5963,,
20.208,2.595,,
19.531,2.5956,,
19.118,2.5932,,
18.576,2.5905,,
19.079,2.589,,
19.375,2.5852,,
18.899,2.5993,,
19.318,2.5945,,
19.973,2.5941,,
20.052,2.5912,,
20.0,2.5895,,
20.553,2.5849,,
20.486,2.58,,
20.424,2.5801,,
20.151,2.5761,,
19.896,2.5708,,
19.96,2.5902,,
19.922,2.5863,,
19.981,2.5858,,
19.577,2.5827,,
19.643,2.5826,,
19.618,2.5802,,
19.764,2.5802,,
19.819,2.5807,,
20.593,2.5807,,
20.469,2.5782,,
20.198,2.5924,,
20.387,2.5871,,
20.276,2.5838,,
20.312,2.5832,,
20.556,2.5813,,
20.72,2.5807,,
20.878,2.5799,,
21.029,2.5768,,
21.11,2.5765,,
20.875,2.5816,,
20.895,2.5968,,
20.913,2.5949,,
20.991,2.5935,,
21.238,2.5903,,
21.534,2.5868,,
21.763,2.5845,,
22.039,2.584,,
22.037,2.581,,
22.034,2.5789,,
21.979,2.576,,
21.875,2.5888,,
22.026,2.588,,
21.825,2.5859,,
21.875,2.5854,,
22.067,2.5835,,
22.112,2.5804,,
22.388,2.5784,,
22.381,2.577,,
22.418,2.5732,,
22.277,2.5715,,
22.139,2.5815,,
22.049,2.5782,,
22.003,2.5759,,
22.086,2.5732,,
22.0,2.5713,,
21.998,2.5688,,
22.078,2.5678,,
22.155,2.5651,,
22.191,2.5634,,
22.188,2.5598,,
22.068,2.5682,,
22.256,2.5639,,
22.214,2.5643,,
22.247,2.5628,,
22.316,2.5628,,
22.347,2.5603,,
22.378,2.5571,,
22.301,2.5584,,
22.331,2.5591,,
22.465,2.5595,,
22.356,2.5668,,
22.52,2.5624,,
22.581,2.5619,,
22.507,2.5562,,
22.467,2.5586,,
22.526,2.5572,,
22.552,2.5564,,
22.513,2.5556,,
22.38,2.5558,,
22.406,2.5537,,
22.246,2.5643,,
22.426,2.5601,,
22.512,2.557,,
22.596,2.5535,,
22.679,2.5542,,
