Loss,Mem,lr
6.9302,62.1,1.0
7.1248,62.1,1.0
7.0682,62.1,1.0
6.9917,62.1,1.0
6.8925,62.1,1.0
6.8767,62.1,1.0
7.0519,62.1,1.0
7.0604,62.1,1.0
6.962,62.1,1.0
6.9127,62.1,1.0
7.2263,62.1,1.0
6.5102,62.1,1.0
6.9634,62.1,1.0
6.9069,62.1,1.0
6.6759,62.1,1.0
6.8968,62.1,1.0
6.9397,62.1,1.0
6.869,62.1,1.0
6.9937,62.1,1.0
6.8322,62.1,1.0
6.7462,62.1,1.0
6.9902,62.1,1.0
6.5664,62.1,1.0
7.2379,62.1,1.0
6.9217,62.1,1.0
6.945,62.1,1.0
6.9649,62.1,1.0
7.227,62.1,1.0
6.9738,62.1,1.0
6.9205,62.1,1.0
6.8109,62.1,1.0
6.8181,62.1,1.0
7.2439,62.1,1.0
7.0596,62.1,1.0
