Loss,Mem,Throughput,lr
9.0819,41.023,89.677,1.0
9.0253,41.023,89.589,1.0
9.0513,41.023,89.7721,1.0
9.0591,41.023,89.7106,1.0
9.0199,41.023,90.2641,1.0
9.1091,41.023,88.8301,1.0
9.1054,41.023,89.1955,1.0
9.0173,41.023,89.0884,1.0
9.0736,41.023,88.7215,1.0
9.081,41.023,93.5337,1.0
9.0642,41.023,89.7733,1.0
9.0371,41.023,75.723,1.0
9.031,41.023,90.5002,1.0
9.0461,41.023,90.6546,1.0
9.0294,41.023,89.7827,1.0
8.9814,41.023,88.8686,1.0
8.9996,41.023,89.0719,1.0
9.0151,41.024,89.3205,1.0
9.0388,41.024,89.9276,1.0
9.0014,41.024,90.3687,1.0
9.0054,41.024,89.1604,1.0
9.0139,41.024,88.4469,1.0
8.9607,41.024,88.662,1.0
8.995,41.024,89.79,1.0
8.9918,41.024,91.1799,1.0
9.0403,41.024,90.1989,1.0
8.9887,41.024,89.5714,1.0
8.9653,41.032,65.6974,1.0
9.0314,41.032,89.6874,1.0
9.0045,41.032,89.1096,1.0
8.9843,41.032,91.4458,1.0
8.9416,41.032,90.981,1.0
8.9953,41.032,89.6944,1.0
8.9559,41.032,89.1729,1.0
8.952,41.032,89.4383,1.0
8.9746,41.032,89.2205,1.0
9.053,41.032,87.7784,1.0
8.9791,41.024,106.6094,1.0
8.9784,41.024,90.1743,1.0
8.9672,41.024,95.8488,1.0
8.9609,41.024,92.6008,1.0
9.0109,41.024,91.5302,1.0
8.9747,41.024,75.7025,1.0
9.006,41.024,90.6736,1.0
8.9611,41.024,91.1143,1.0
8.9526,41.024,89.3208,1.0
8.9816,41.024,90.5872,1.0
8.967,41.023,89.7245,1.0
9.0002,41.023,90.6635,1.0
9.0102,41.023,90.4222,1.0
9.0019,41.023,90.8417,1.0
9.0297,41.023,89.8328,1.0
8.934,41.023,89.4964,1.0
8.9801,41.023,89.397,1.0
8.9756,41.023,89.4595,1.0
8.9237,41.023,89.8247,1.0
8.9437,41.023,91.4155,1.0
8.9685,41.023,97.2114,1.0
8.9762,41.023,75.0265,1.0
8.9823,41.023,91.3969,1.0
8.9402,41.023,89.6524,1.0
8.9659,41.023,89.7402,1.0
8.9071,41.023,89.3659,1.0
8.979,41.023,90.3481,1.0
9.0377,41.023,120.5397,1.0
8.9392,41.023,89.4949,1.0
8.9652,41.023,89.9676,1.0
8.9943,41.023,90.2979,1.0
9.0223,41.023,90.603,1.0
8.9332,41.023,90.9951,1.0
8.9005,41.023,93.3305,1.0
8.9775,41.023,90.4722,1.0
8.967,41.023,89.2563,1.0
8.9679,41.023,75.9971,1.0
8.9581,41.023,91.8543,1.0
8.9392,41.023,89.7394,1.0
8.9281,41.023,90.3122,1.0
8.9417,41.031,89.481,1.0
8.9141,41.031,89.6454,1.0
8.8815,41.031,90.1758,1.0
8.8713,41.031,90.9608,1.0
8.9447,41.031,91.222,1.0
8.9166,41.031,90.3888,1.0
8.8492,41.031,90.6454,1.0
8.8789,41.031,91.7397,1.0
8.9578,41.031,91.4212,1.0
8.9123,41.031,91.3642,1.0
8.9401,41.023,90.4483,1.0
8.9223,41.023,94.6313,1.0
8.957,41.023,69.0818,1.0
8.8825,41.023,90.744,1.0
8.9502,41.023,89.4697,1.0
8.9709,41.023,89.3637,1.0
8.9317,41.023,89.6828,1.0
8.9107,41.023,89.6548,1.0
8.8394,41.023,89.4583,1.0
8.9357,41.023,89.5349,1.0
8.9042,41.023,89.9856,1.0
8.8478,41.023,89.4361,1.0
8.946,41.023,90.9454,1.0
8.8868,41.023,90.0279,1.0
8.8731,41.023,118.1977,1.0
8.9011,41.023,118.9384,1.0
8.9017,41.023,118.5866,1.0
8.8564,41.023,118.2923,1.0
8.8906,41.023,90.9842,1.0
8.9436,41.023,118.1407,1.0
8.9255,41.023,118.5392,1.0
8.8252,41.023,118.4122,1.0
8.8568,41.023,117.9718,1.0
8.9088,41.023,118.4255,1.0
8.8675,41.023,118.5744,1.0
8.8741,41.023,126.9226,1.0
8.8521,41.023,92.6323,1.0
8.8771,41.023,90.5409,1.0
8.89,41.023,91.5501,1.0
8.8552,41.023,90.374,1.0
8.8716,41.023,90.76,1.0
8.8906,41.023,96.9732,1.0
8.8928,41.023,89.1387,1.0
8.8163,41.023,75.3795,1.0
8.8635,41.023,90.4716,1.0
8.8301,41.023,91.4251,1.0
8.8064,41.023,91.1457,1.0
8.9235,41.023,91.1302,1.0
8.8575,41.023,90.5665,1.0
8.8106,41.023,91.5317,1.0
8.8985,41.03,90.685,1.0
8.8615,41.03,89.7408,1.0
8.8697,41.03,90.6024,1.0
8.8191,41.03,92.2328,1.0
8.8898,41.03,95.1015,1.0
8.8621,41.03,90.5096,1.0
8.9128,41.03,89.9956,1.0
8.8092,41.03,90.1628,1.0
8.9144,41.03,91.1344,1.0
8.875,41.03,73.762,1.0
8.8086,41.022,90.0295,1.0
8.8504,41.022,90.9549,1.0
8.8218,41.022,91.2165,1.0
8.8513,41.022,90.0802,1.0
8.8649,41.022,91.1049,1.0
8.8495,41.022,91.7743,1.0
8.8457,41.022,91.1595,1.0
8.8051,41.022,91.2414,1.0
8.8425,41.022,92.2637,1.0
8.8163,41.022,91.8142,1.0
8.8364,41.022,90.6879,1.0
8.8304,41.022,89.6776,1.0
8.7958,41.022,94.0214,1.0
8.8071,41.022,90.8781,1.0
8.8233,41.022,90.0174,1.0
8.7867,41.022,73.7126,1.0
8.8178,41.022,89.4896,1.0
8.8718,41.022,90.5488,1.0
8.9276,41.022,91.7049,1.0
8.7812,41.022,90.482,1.0
8.829,41.022,91.1548,1.0
8.7999,41.022,90.9574,1.0
8.7484,41.022,90.8017,1.0
8.8015,41.022,91.6753,1.0
8.7806,41.022,90.2743,1.0
8.8468,41.022,95.1378,1.0
8.8511,41.022,90.8215,1.0
8.8219,41.022,90.2474,1.0
8.8242,41.022,90.8391,1.0
8.8279,41.022,91.4132,1.0
8.8005,41.022,76.4934,1.0
8.8051,41.022,100.3209,1.0
8.8404,41.022,89.9494,1.0
8.8597,41.022,89.7867,1.0
8.823,41.022,90.4881,1.0
8.8041,41.022,93.8853,1.0
8.8104,41.022,94.7737,1.0
8.808,41.022,95.4308,1.0
8.8558,41.022,93.0291,1.0
8.8395,41.022,92.6734,1.0
8.8275,41.031,93.6464,1.0
8.8466,41.031,113.7468,1.0
8.8391,41.031,94.0953,1.0
8.8302,41.031,97.939,1.0
8.7857,41.031,98.8061,1.0
8.7999,41.031,89.9864,1.0
8.8242,41.031,75.4885,1.0
8.788,41.031,94.7665,1.0
8.8324,41.031,93.7093,1.0
8.7572,41.031,94.5788,1.0
8.7913,41.022,94.9879,1.0
8.7677,41.022,91.2304,1.0
8.574,41.022,91.5754,1.0
8.8016,41.022,91.3047,1.0
8.7793,41.022,90.8539,1.0
8.7558,41.022,89.9555,1.0
8.7025,41.022,90.9221,1.0
8.8161,41.022,91.9612,1.0
8.7896,41.022,90.9455,1.0
8.7987,41.022,91.7525,1.0
8.8228,41.022,93.9561,1.0
8.8446,41.022,74.5144,1.0
8.79,41.022,92.2145,1.0
8.7707,41.022,90.1929,1.0
8.8257,41.022,91.9004,1.0
8.7798,41.022,93.1702,1.0
8.8083,41.022,95.5088,1.0
8.7159,41.022,93.2607,1.0
8.7335,41.022,91.7357,1.0
8.7251,41.022,91.9235,1.0
8.7848,41.023,90.2144,1.0
8.7518,41.023,91.537,1.0
8.7901,41.023,90.5763,1.0
8.7472,41.023,94.6252,1.0
8.8018,41.023,91.0671,1.0
8.8047,41.023,90.1265,1.0
8.7769,41.023,90.0377,1.0
8.6961,41.023,74.8405,1.0
8.7458,41.023,91.2324,1.0
8.7522,41.023,91.1708,1.0
8.8006,41.023,90.8162,1.0
8.74,41.023,90.5696,1.0
8.7157,41.023,89.8087,1.0
8.7863,41.023,90.1945,1.0
8.7399,41.023,91.7958,1.0
8.8274,41.023,90.8962,1.0
8.6952,41.023,91.6175,1.0
8.7624,41.023,90.964,1.0
8.7767,41.023,91.4897,1.0
8.7799,41.023,91.0667,1.0
8.7533,41.032,91.5755,1.0
8.7415,41.032,93.608,1.0
8.7741,41.032,90.4785,1.0
8.8029,41.032,68.9843,1.0
8.7747,41.032,92.5359,1.0
8.7474,41.032,90.8199,1.0
8.7012,41.032,92.0356,1.0
8.7534,41.032,90.6702,1.0
8.7406,41.032,91.9818,1.0
8.741,41.032,90.0596,1.0
8.8063,41.023,90.4881,1.0
8.7387,41.023,90.0651,1.0
8.7659,41.023,90.9271,1.0
8.7146,41.023,89.1889,1.0
8.8085,41.023,96.5892,1.0
8.7449,41.023,91.9333,1.0
8.7231,41.023,89.3778,1.0
8.7428,41.023,104.5651,1.0
8.7214,41.023,92.2938,1.0
8.7454,41.023,118.3414,1.0
8.7188,41.023,117.8649,1.0
8.7027,41.023,118.2873,1.0
8.7817,41.023,117.7179,1.0
8.7215,41.023,118.619,1.0
8.7401,41.023,118.3691,1.0
8.8035,41.023,117.758,1.0
8.7004,41.023,117.7455,1.0
8.673,41.023,117.836,1.0
8.7722,41.023,124.3259,1.0
8.7387,41.023,96.0465,1.0
8.7616,41.023,91.3411,1.0
8.6647,41.023,90.1939,1.0
8.741,41.023,92.5697,1.0
8.6902,41.023,90.0759,1.0
8.7186,41.023,75.2912,1.0
8.7608,41.023,90.0042,1.0
8.6872,41.023,91.5496,1.0
8.6984,41.023,89.1489,1.0
8.7051,41.023,89.0273,1.0
8.7859,41.023,88.918,1.0
8.7909,41.024,89.3461,1.0
8.7268,41.024,90.6308,1.0
8.6628,41.024,90.8338,1.0
8.7179,41.024,90.6456,1.0
8.7452,41.024,89.481,1.0
8.7167,41.024,90.3602,1.0
8.7306,41.024,90.5548,1.0
8.692,41.024,90.5042,1.0
8.719,41.024,117.6934,1.0
8.7156,41.024,90.7768,1.0
8.7087,41.031,71.2745,1.0
8.6706,41.031,89.4247,1.0
8.6895,41.031,90.498,1.0
8.7377,41.031,92.1812,1.0
8.6487,41.031,90.5197,1.0
8.7281,41.031,90.9912,1.0
8.6776,41.031,91.841,1.0
8.6737,41.031,89.8382,1.0
8.7588,41.031,90.3121,1.0
8.6831,41.031,91.1716,1.0
8.7809,41.023,91.5103,1.0
8.6971,41.023,89.6256,1.0
8.7136,41.023,95.4375,1.0
8.6697,41.023,90.7223,1.0
8.7484,41.023,90.9608,1.0
8.7308,41.023,74.4527,1.0
8.6859,41.023,91.0544,1.0
8.6826,41.023,91.1186,1.0
8.6693,41.023,90.7427,1.0
8.6711,41.023,91.4659,1.0
8.7291,41.023,90.2589,1.0
8.6465,41.023,89.2731,1.0
8.7062,41.023,90.5324,1.0
8.6249,41.023,91.2628,1.0
8.6918,41.023,90.0297,1.0
8.6146,41.023,90.1546,1.0
8.6763,41.023,89.2219,1.0
8.6735,41.023,88.7515,1.0
8.6588,41.023,90.4469,1.0
8.6579,41.023,89.4556,1.0
8.6897,41.023,93.6517,1.0
8.6706,41.023,69.5627,1.0
8.7078,41.023,91.7429,1.0
